2h,20h,40h,60h,material,heatsink,StableOrNot
1.0001,0.99881,0.99737,1.0033,1,1,1
1.0001,0.99872,0.98997,1.0031,1,1,1
1.0001,0.99883,0.99889,1.0012,1,1,1
1.0001,0.99878,0.99667,0.99264,2,0,0
1.0001,0.99916,1.0007,1.0043,1,1,1
1.0001,0.99895,1.0006,1.0028,1,0,1
1.0028,0.99815,1.0057,1.0016,1,1,1
1.0001,0.99864,0.98933,1.0017,1,1,1
1.0025,0.99377,0.99553,0.99391,2,0,0
1.0023,0.98858,0.99585,0.999,2,0,0
1.0001,0.99909,0.99609,1.0036,1,1,1
1.0029,0.99898,0.99977,1.0028,1,1,1
1.0001,0.99972,1.0149,0.99701,2,1,1
1.0001,0.99852,0.99489,0.9915,2,0,0
1.0001,0.99853,0.99221,0.99346,2,1,0
1.0027,0.99814,0.99719,0.99346,2,0,0
1.0001,0.99855,0.98695,0.99164,2,0,0
1.0001,0.99857,0.99575,0.99255,2,0,0
1.0025,0.99409,0.99517,0.99226,2,0,0
1.0023,0.98943,0.99229,0.99318,2,0,0
1.0029,0.99985,0.99951,1.0006,1,1,1
1.0001,0.99876,0.99892,0.99441,2,1,0
1.0001,0.99885,1.0002,0.99428,2,0,0
1.0001,0.99934,1.0058,0.99972,2,0,0
1.0001,0.99877,0.99476,1.0016,1,1,1
1.0023,0.99225,0.99766,0.99076,2,0,0
1.0001,0.99857,0.99438,0.99525,2,0,0
1.0026,0.9957,0.99459,0.99187,2,0,0
1.0026,0.99224,0.98917,0.98932,2,0,0
1.0001,0.99929,1.0063,1.0036,1,1,1
1.0023,0.99496,1.005,1.0038,1,1,1
1.0024,0.99154,0.99706,0.99932,2,0,0
1.0029,1.0021,1.0053,0.99985,1,1,1
1.0023,0.99359,1.0011,1.0031,1,1,1
1.0029,0.99717,0.99999,0.99918,1,1,1
1.0001,0.99968,1.0136,1.0004,1,1,1
1.0026,0.99613,0.99509,0.99401,2,0,0
1.0025,0.99273,0.99476,0.99529,1,0,0
1.0001,0.99948,1.0081,1.0021,2,0,0
1.0025,0.99517,1.0022,1.0039,1,1,1
1.0027,0.99516,0.99524,0.99299,2,1,0
1.0025,0.99373,0.99689,0.9914,2,0,0
1.0001,0.99888,0.99883,0.99862,2,0,0
1.0024,0.99449,1.004,0.99812,2,0,0
1.0024,0.99338,1.0011,0.99716,2,0,0
1.0001,0.99862,0.99133,1.001,1,1,1
1.0027,0.99991,1.0053,0.99975,1,1,1
1.0001,0.99935,1.005,1.0031,1,1,1
1.0001,0.9992,1.0043,1.0035,1,1,1
1.0001,0.99857,0.99297,0.98998,1,0,0
1.0001,0.99891,0.99746,1.0032,1,1,1
1.0001,0.99943,1.0096,1.0016,1,1,1
1.0025,0.99129,0.99131,0.99118,1,0,0
1.0001,0.99882,0.99293,0.99436,2,0,0
1.0001,0.99886,0.99837,1.0016,2,1,1
1.0026,0.9963,0.9982,0.99204,2,0,0
1.0001,0.99904,0.99944,1.0035,1,1,1
1.0001,0.99977,1.0067,0.99979,1,1,1
1.0025,0.99507,1.0024,0.99639,2,0,0
1.0024,0.99631,1.0031,1.0021,1,1,1
1.0001,0.9991,1.0049,1.0022,1,1,1
1.0029,1.0046,1.0083,1.0054,1,1,1
1.0001,0.99912,1.0052,1.0027,1,1,1
1.0026,0.99647,1.0041,1.0037,1,0,1
1.0023,0.99025,0.99742,1.0008,1,1,1
1.0028,0.99595,0.99555,0.9906,2,0,0
1.0024,0.99526,0.99488,0.99067,2,1,0
1.0001,0.99859,0.99198,0.9962,2,0,0
1.0023,0.98914,0.9924,0.99378,1,0,0
1.0001,0.99972,1.0044,1.0049,1,1,1
1.0001,0.99947,1.0091,1.0019,1,1,1
1.0001,0.99854,0.99247,0.99217,2,0,0
1.0023,0.98962,0.9893,0.99026,2,1,0
1.0001,0.99888,0.99618,0.99508,2,0,0
1.0001,0.99972,1.0085,1.004,1,1,1
1.0001,0.99984,1.0157,0.99935,1,1,1
1.0024,0.99355,0.99537,0.99137,2,0,0
1.0027,0.99811,1.002,1.0018,1,1,1
1.0024,0.9917,0.99921,1.0001,1,1,1
1.0001,0.99945,1.001,1.0041,2,0,1
1.0001,0.99943,1.0049,1.0037,1,1,1
1.0026,0.99355,0.99496,0.99414,2,0,0
1.0001,0.99928,1.0074,1.003,1,1,1
1.0001,0.99851,0.9865,0.9906,2,0,0
1.0024,0.99258,0.99478,0.99701,2,1,0
1.0001,0.99958,1.0087,1.0024,1,1,1
1.0025,0.99048,0.99797,0.99183,2,0,0
1.0025,0.99325,0.99378,0.99463,2,1,1
1.0023,0.99249,0.99438,0.99584,2,0,0
1.0001,0.9998,1.0084,1.0019,1,1,1
1.0023,0.99552,0.99647,0.99301,2,0,0
1.0001,0.9991,1.0027,0.99827,2,1,0
1.0024,0.99334,0.9945,0.99309,2,0,0
1.0001,0.99865,0.98972,1.0027,2,1,1
1.0023,0.99008,0.9896,0.98353,2,0,0
1.0001,0.99862,0.98923,1.0017,2,1,1
1.0025,0.9927,0.99794,1.0005,1,1,1
1.0025,0.99396,0.99363,0.98818,2,0,0
1.0001,0.99946,1.0002,1.0042,1,1,1
1.0001,0.99918,0.99923,1.003,1,1,1
1.0026,0.99251,0.9904,0.99014,2,0,0
1.0025,0.99176,0.99682,0.99995,2,0,0
1.0001,0.99852,0.98834,0.98993,2,0,0
1.0028,0.99572,1.0017,0.99946,1,1,1
1.0001,0.99893,1.0002,0.99816,2,0,0
1.0024,0.99486,0.9975,0.99502,2,0,0
1.0001,0.99874,0.99857,0.99499,2,1,0
1.0001,0.99867,0.99439,0.99767,1,0,0
1.0001,0.99873,0.99316,0.9943,2,0,0
1.0001,0.99904,1.0027,0.99641,2,0,0
1.0026,0.99214,1.0003,0.99333,2,0,0
1.0001,0.99974,1.0081,1.0026,1,1,1
1.0001,0.9987,0.99243,0.99999,1,0,1
1.0023,0.99321,0.99914,1.0021,1,1,1
1.0001,0.99979,1.0112,0.99866,1,1,1
1.0001,0.99929,1.0011,1.0034,1,1,1
1.0001,0.99863,0.99827,0.99501,2,1,0
1.0025,0.99143,0.9962,0.99359,2,0,0
1.0026,0.99626,1.0021,1.0019,1,1,1
1.0025,0.99344,0.99311,0.98669,2,0,0
1.0001,0.99961,1.0039,1.0031,1,1,1
1.0024,0.99305,1.0006,0.99523,2,0,0
1.0026,0.99267,0.99428,0.99431,2,0,0
1.0027,0.99407,0.99208,0.99035,2,0,0
1.0001,0.99894,0.99853,0.99821,2,0,0
1.0001,0.99899,0.99925,1.0043,1,1,1
1.0001,0.99908,1.005,1.0025,1,1,1
1.0024,0.98879,0.99566,0.99103,2,0,0
1.0025,0.9937,0.99231,0.99357,2,0,0
1.0029,0.99945,0.99844,0.9929,2,0,0
1.0024,0.99094,0.99316,0.99284,2,0,0
1.0024,0.99322,0.99503,0.9924,2,0,0
1.0001,0.99859,0.99475,0.99212,2,0,0
1.0024,0.99148,0.99763,0.99314,2,0,0
1.0001,0.99855,0.99107,0.99499,2,0,0
1.0001,0.99856,0.99146,0.99463,2,0,0
1.0001,0.9994,1.0076,1.0009,2,0,0
1.0025,0.99555,1.0024,0.99617,2,0,0
1.0025,0.99145,0.9989,0.99718,1,1,1
1.0001,0.9988,0.99945,0.99894,2,0,0
1.0001,0.99894,0.99271,1.0044,1,1,1
1.0025,0.99021,0.98819,0.98231,2,0,0
1.0001,0.99861,0.99372,0.99239,2,0,0
1.0025,0.99289,0.99524,0.9904,2,0,0
1.0024,0.99335,0.99919,0.99338,2,0,0
1.0023,0.99042,0.99049,0.99459,2,0,0
1.0025,0.99308,0.99263,0.98779,2,0,0
1.0001,0.99868,0.99269,0.99354,2,0,0
1.0026,0.99183,0.99883,0.99604,2,0,0
1.0001,0.99858,0.98835,0.99251,2,0,0
1.0025,0.99164,0.99808,0.99199,2,0,0
1.0001,0.99931,1.0023,1.0042,1,0,1
1.0029,0.9995,1.0042,1.0011,1,1,1
1.0025,0.99271,0.9944,0.99575,1,1,1
1.0027,0.99817,1.0044,1.0031,1,1,1
1.0027,0.99382,0.99498,0.99191,2,0,0
1.0025,0.99409,0.99854,0.99858,2,0,0
1.0027,0.99383,0.99729,0.99129,1,0,0
1.0001,0.99919,1.005,1.0024,1,1,1
1.0001,0.9993,1.0036,1.0026,2,1,1
1.0001,0.99871,0.99344,0.9939,2,0,0
1.0001,0.99955,1.0118,0.9973,1,1,1
1.0023,0.98993,0.99035,0.98588,2,0,0
1.0026,0.99494,0.99911,0.99652,2,0,0
1.0024,0.995,0.99964,0.99782,1,1,1
1.0023,0.98832,0.98965,0.99283,2,0,0
1.0001,0.99926,1.0039,0.99915,2,1,0
1.0001,0.9993,1.0055,0.9991,2,0,0
1.0027,0.99558,0.99369,0.99121,2,0,0
1.0027,0.99454,1.0026,1.0024,1,1,1
1.0001,0.99865,0.9959,0.99746,2,0,0
1.0024,0.99049,0.99538,0.99254,1,0,0
1.0026,0.99329,0.99676,0.99036,2,0,0
1.0027,0.99884,1.0055,1.0022,1,1,1
1.0029,0.99963,1.0035,1.0041,1,1,1
1.0001,0.99929,1.0014,1.0009,2,0,0
1.0001,0.99855,0.98847,0.99075,2,0,0
1.0001,0.99943,0.99935,1.0045,1,1,1
1.0025,0.99154,0.99182,0.98721,2,0,0
1.0001,0.99959,1.006,1.0028,1,1,1
1.0024,0.99562,0.99837,0.99895,1,1,1
1.0001,0.99898,0.99917,1.0029,1,1,1
1.0001,0.99961,1.0118,0.99665,1,1,1
1.0023,0.9892,0.99734,0.99652,2,0,0
1.0001,0.99908,0.9972,1.0042,1,1,1
1.0001,0.99947,1.0048,1.0028,1,1,1
1.0001,0.99868,0.99479,0.99627,2,0,0
1.0001,0.9989,0.99587,1.0023,1,1,1
1.0001,0.9998,1.0125,0.99703,1,1,1
1.0001,0.99866,0.99413,0.99294,2,0,0
1.0025,0.99497,0.99995,1.0021,2,1,1
1.0001,0.99922,1.0029,1.0037,1,1,1
1.0027,0.99354,1.0006,0.99437,2,0,0
1.0001,0.9987,0.99939,0.99539,1,1,0
1.0024,0.99391,1.0002,0.99513,2,0,0
1.0001,0.99873,0.9905,1.0013,1,1,1
1.0023,0.99389,0.99732,0.99386,2,0,0
1.0001,0.99862,0.99933,0.99744,2,0,0
1.0025,0.99184,1.0001,1.0024,1,1,1
1.0001,0.99874,0.99188,0.99604,2,0,0
1.0024,0.99281,0.99673,0.99445,2,0,0
1.0024,0.98996,0.98741,0.98842,2,0,0
1.0001,0.99943,1.0074,1.0015,2,0,0
1.0001,0.99935,0.99839,1.0033,1,1,1
1.0001,0.99861,0.98915,0.999,1,1,1
1.0001,0.9987,0.99764,0.99521,2,0,0
1.0026,0.99744,1.0029,0.9994,1,1,1
1.0023,0.99313,0.99227,0.98686,1,0,0
1.0001,0.99857,0.9876,1.0006,1,1,1
1.0001,0.99888,0.99405,1.0011,1,1,1
1.0001,0.99891,0.99636,0.99747,2,0,0
1.0001,0.99874,1.0015,0.99947,1,0,0
1.0029,0.99801,1.0017,0.99736,1,1,1
1.0027,0.99569,0.99869,1.0001,2,0,0
1.0001,0.99857,0.99495,0.9961,2,0,0
1.0029,1.0016,1.0018,0.99871,2,0,0
1.0001,0.99891,0.99773,1.0029,1,1,1
1.0026,0.99489,0.99645,0.9946,2,0,0
1.0023,0.98932,0.99044,0.98698,2,0,0
1.0001,0.9996,1.0085,1.0034,1,1,1
1.0001,0.99927,1.0041,1,2,0,0
1.0001,0.99862,0.99493,0.99064,2,0,0
1.0023,0.98805,0.99052,0.99379,2,1,0
1.0025,0.99812,0.99895,0.99514,2,0,0
1.0001,0.99954,0.99956,1.0047,1,1,1
1.0025,0.99503,0.99682,0.99076,2,0,0
1.0001,0.99877,0.99104,1.0035,2,1,1
1.0001,0.9998,1.0127,1.0034,1,1,1
1.0027,0.99343,0.99888,0.99554,2,0,0
1.0001,0.99855,0.98789,0.99003,2,0,0
1.0001,0.99953,1.009,1.0024,1,0,0
1.0001,0.99871,0.99045,1.0033,1,1,1
1.0024,0.99047,0.99425,0.99399,2,0,0
1.0023,0.98872,0.99025,0.98791,2,0,0
1.0001,0.99944,1.001,1.0037,2,1,1
1.0001,0.99862,0.99496,0.99281,2,0,0
1.0001,0.99894,1.0029,1.0015,1,1,1
1.0025,0.9925,0.99752,0.9912,2,1,0
1.0001,0.99888,0.99637,1.0025,1,1,1
1.0001,0.9992,1.005,1.0004,2,0,0
1.0001,0.9986,0.99016,0.99269,2,0,0
1.0001,0.9989,1.0008,0.9995,2,0,0
1.0001,0.99889,0.99981,0.99251,2,0,0
1.0025,0.99496,0.99542,0.99414,2,0,0
1.0027,0.99941,1.0014,1.0005,1,0,1
1.0029,0.99826,0.99869,0.99825,1,1,1
1.0026,0.99581,0.99572,0.99566,2,0,0
1.0001,0.99975,1.0151,0.99727,1,1,1
1.0001,0.99945,1.0079,1.0031,2,1,1
1.0001,0.99876,0.99836,0.99754,2,0,0
1.0001,0.9987,0.99912,0.99988,1,0,1
1.0026,0.99309,1.001,0.99747,2,1,0
1.0028,0.99883,0.99946,0.99767,1,1,1
1.0001,0.99861,0.99022,0.99151,2,0,0
1.0001,0.99882,0.99833,1.0019,2,1,1
1.0028,0.9982,1.0018,0.99494,2,0,0
1.0001,0.99929,1.0045,1.0037,1,1,1
1.0001,0.99879,1.0006,0.99781,2,0,0
1.0028,0.99805,0.99681,0.99265,2,0,0
1.0026,0.9989,1.0008,1.0001,1,1,1
1.0026,0.99405,0.99621,0.99071,2,0,0
1.0025,0.99295,0.99708,0.99068,2,0,0
1.0001,0.99875,0.99934,0.99785,2,0,0
1.0001,0.99905,1.005,1.0028,1,1,1
1.0001,0.99856,0.99009,0.99081,2,0,0
1.0001,0.99901,0.99975,1.0024,1,1,1
1.0028,0.9984,0.99841,1.0007,1,1,1
1.0028,0.99576,0.99531,0.99118,2,0,0
1.0001,0.99899,1.0015,0.99481,2,0,0
1.0001,0.99941,0.99927,1.0045,1,1,1
1.0001,0.999,0.99999,1.0029,1,0,1
1.0028,1.0009,1.0025,0.99995,1,1,1
1.0001,0.99857,0.99176,0.98962,2,0,0
1.0001,0.99884,0.99514,0.99358,2,0,0
1.0026,0.99628,1.0021,0.99805,2,0,0
1.0001,0.99853,0.99272,0.99072,2,0,0
1.0026,0.99422,0.99975,1.0032,1,0,1
1.0026,0.99341,0.99185,0.98795,2,0,0
1.0024,0.99024,0.9952,0.9922,2,0,0
1.0024,0.99325,0.99473,0.99241,2,0,0
1.0024,0.99735,0.99802,0.99339,1,0,0
1.0001,0.99905,1.0005,1.0035,1,1,1
1.0026,0.99371,0.99797,0.99508,2,0,0
1.0001,0.99921,0.999,1.0044,1,1,1
1.0001,0.9991,0.99772,1.0045,1,1,1
1.0023,0.98719,0.98766,0.99079,2,0,0
1.0027,0.99455,0.99572,0.99176,2,0,0
1.0001,0.99913,0.9964,1.0008,1,1,1
1.0001,0.99955,1.0059,1.0038,1,1,1
1.0025,0.99131,0.99314,0.99483,2,0,0
1.0001,0.99905,0.99676,1.0047,1,1,1
1.0026,0.99726,1.0007,0.99896,1,1,1
1.0001,0.99887,1.0002,0.99598,1,0,0
1.0026,0.99884,0.99974,0.99678,1,0,1
1.0001,0.9996,1.0095,1.0025,2,0,0
1.0029,0.99706,1.005,1.0008,1,1,1
1.0001,0.99872,0.99527,0.99783,2,1,0
1.0028,0.99828,1.0047,0.99878,1,0,1
1.0001,0.99977,1.0092,1.0042,1,1,1
1.0001,0.9985,0.99331,0.98967,2,0,0
1.0001,0.99892,0.9943,1.0006,1,1,1
1.0028,0.99971,1.0042,1.0032,1,0,1
1.0001,0.99883,0.99121,1.0037,1,1,1
1.0026,0.99796,0.99812,0.9978,1,0,0
1.0001,0.99919,1.005,0.99943,1,1,0
1.0024,0.99569,0.99666,1.0005,1,1,1
1.0025,0.99244,0.99417,0.99018,2,0,0
1.0001,0.99886,0.99843,0.999,2,0,0
1.0001,0.99887,0.9932,1.0032,1,1,1
1.0001,0.99859,0.99066,0.99062,2,0,0
1.0001,0.99884,0.99342,1.0007,1,1,1
1.0001,0.99876,0.99158,1.0018,1,0,1
1.0023,0.99601,1.0017,0.99989,1,1,1
1.0001,0.9987,0.99752,0.99531,1,0,0
1.0025,0.99486,1.0021,0.99532,2,0,0
1.0001,0.99907,0.99897,1.0036,1,1,1
1.0026,0.99283,0.99465,0.99073,2,0,0
1.0001,0.99965,1.0088,1.0027,1,1,1
1.0025,0.9958,0.99867,1.002,1,1,1
1.0001,0.99972,1.0105,1.003,1,0,1
1.0024,0.99115,0.99972,0.9963,2,0,0
1.0028,0.99955,0.99967,0.99388,2,0,0
1.0028,1.0026,1.0036,1.0021,1,1,1
1.0001,0.9986,0.99331,0.9898,2,0,0
1.0001,0.99909,1.0015,0.99938,2,0,0
1.0001,0.99886,1.0004,0.99325,2,0,0
1.0001,0.99923,0.99816,1.0036,1,1,1
1.0001,0.9988,0.99681,1.0026,1,0,1
1.0001,0.99875,0.99502,0.9917,2,0,0
1.0001,0.9993,1.0093,1.0016,1,1,1
1.0001,0.99931,1.0032,1.0027,1,1,1
1.0027,0.99478,0.99656,0.99904,1,1,1
1.0023,0.98672,0.99441,0.99507,2,0,0
1.0001,0.99882,0.99891,0.99167,2,0,0
1.0001,0.99879,1.001,0.99753,2,0,0
1.0023,0.9938,0.99383,0.99688,2,1,0
1.0025,0.99294,0.99304,0.99396,2,0,0
1.0028,0.99472,0.99293,0.99064,2,0,0
1.0001,0.99881,0.99417,0.99561,2,0,0
1.0001,0.9986,0.99322,0.99382,2,0,0
1.0001,0.99947,0.99997,1.0043,2,1,1
1.0001,0.99852,0.99365,0.99108,2,0,0
1.0026,0.99861,1.0035,1.0012,1,1,1
1.0001,0.99887,0.9951,0.99507,1,0,0
1.0001,0.99856,0.98747,1.0002,1,1,1
1.0001,0.99866,0.99205,0.99218,2,0,0
1.0023,0.98914,0.99303,0.99748,2,0,0
1.0023,0.99054,0.99544,0.98874,2,0,0
1.0001,0.99868,0.99836,0.99591,2,0,0
1.0001,0.99874,0.99284,0.99399,2,0,0
1.0023,0.99159,0.99049,0.98991,2,0,0
1.0026,1.0003,1.0022,1.0016,1,1,1
1.0028,1.0002,1.0004,0.99954,1,1,1
1.0027,0.99658,1.001,1.0013,1,1,1
1.0025,0.99528,0.9976,0.99568,1,1,1
1.0001,0.99912,1.004,1.0034,1,1,1
1.0023,0.99351,1,1.0021,1,1,1
1.0001,0.99882,0.99373,0.99718,2,0,0
1.0024,0.99692,1.0041,0.99961,2,0,0
1.0025,0.99142,0.99411,0.98769,2,1,0
1.0001,0.99855,0.99505,0.99483,2,0,0
1.0001,0.99894,0.99397,1.0013,1,1,1
1.0001,0.99865,0.99145,1.0002,1,1,1
1.0001,0.99868,0.99319,0.99783,2,0,0
1.0001,0.99858,0.9895,0.99564,2,0,0
1.0001,0.99916,0.99943,1.0045,1,1,1
1.0026,0.99743,1.0023,1.0048,1,1,1
1.0024,0.99222,1.0013,1.0026,2,0,0
1.0024,0.99167,0.99213,0.99298,2,0,0
1.0024,0.99163,0.99648,0.98941,2,0,0
1.0001,0.99892,0.99942,0.99731,1,1,0
1.0023,0.98756,0.98914,0.98798,2,0,0
1.0026,0.99686,1.0046,0.99967,1,1,1
1.0026,0.9926,0.99106,0.99148,2,0,0
1.0001,0.9987,0.99311,0.9907,2,0,0
1.0001,0.99862,0.98939,1.001,1,1,1
1.0001,0.99881,0.99598,1.0014,2,1,1
1.0024,0.99222,1.0012,0.99421,2,0,0
1.0001,0.99854,0.99026,0.99068,2,0,0
1.0025,0.99215,0.99302,0.98645,2,0,0
1.0001,0.99868,0.98982,1.0004,1,0,1
1.0001,0.9995,1.0014,1.0044,1,1,1
1.0026,0.99254,0.99419,0.98726,2,0,0
1.0001,0.99865,0.99107,1.0014,1,1,1
1.0028,0.99759,0.99593,0.99183,2,0,0
1.0026,0.99422,0.99842,0.99603,2,0,0
1.0024,0.98888,0.9966,0.99885,2,0,0
1.0027,0.99635,1.0014,0.99694,2,0,0
1.0026,0.99455,1.0012,1.0014,1,1,1
1.0001,0.99941,1.0067,1.0023,2,0,0
1.0001,0.99957,1.0031,1.0042,1,1,1
1.0001,0.99872,0.99135,0.99474,2,0,0
1.0001,0.99895,0.99994,0.99439,2,0,0
1.0001,0.9986,0.9924,0.99192,2,0,0
1.0023,0.9897,0.98897,0.99013,2,0,0
1.0026,0.99847,1.0012,0.99913,2,1,1
1.0024,0.98929,0.99191,0.99459,2,0,0
1.0001,0.9986,0.9938,0.99162,2,1,0
1.0001,0.99954,1.0013,1.0044,2,1,1
1.0001,0.9988,0.99534,0.99242,1,0,0
1.0023,0.99408,0.99793,0.9936,2,0,0
1.0001,0.99877,0.99649,0.99491,2,0,0
1.0001,0.99895,1.0031,0.99839,2,0,0
1.0001,0.99879,0.992,0.99771,2,0,0
1.0023,0.99091,0.99816,0.99259,2,1,0
1.0028,0.99905,1.0079,1.0053,1,1,1
1.0024,0.99424,1.0029,0.99946,1,1,1
1.0001,0.99961,1.0046,1.0046,1,1,1
1.0001,0.99926,1.0058,1.0026,1,1,1
1.0001,0.99927,1.0079,1.0028,1,1,1
1.0026,0.99572,0.99468,0.99476,2,0,0
1.0001,0.99894,0.99692,1.0026,1,1,1
1.0001,0.99956,1.0076,1.001,1,1,1
1.0028,1.0009,1.0019,1.0043,1,1,1
1.0001,0.99877,0.99665,0.99166,2,0,0
1.0001,0.99861,0.99017,0.99109,2,0,0
1.0024,0.99132,0.9954,0.98891,2,0,0
1.0024,0.99541,1.0015,1.0051,1,1,1
1.0001,0.99889,0.99918,0.99664,2,0,0
1.0025,0.99234,0.99876,0.9946,2,0,0
1.0001,0.99942,1.0057,1.0033,1,1,1
1.0025,0.9948,0.99882,1.0013,1,1,1
1.0029,0.99806,0.99999,0.99886,1,1,1
1.0001,0.99923,1.0045,1.0037,1,0,1
1.0001,0.99964,1.0137,0.99711,2,1,1
1.0001,0.99855,0.9899,0.99326,1,0,0
1.0001,0.99906,1.0002,1.0041,1,1,1
1.0001,0.99886,1.0011,0.99982,2,0,0
1.0024,0.99022,0.99425,0.98826,2,0,0
1.0023,0.99011,0.99189,0.99454,2,0,0
1.0001,0.99865,0.99648,0.9947,2,0,0
1.0001,0.99935,0.99857,1.0047,1,1,1
1.0001,0.99915,1.0047,1.0011,2,0,0
1.0001,0.99893,1.001,1.0029,1,1,1
1.0001,0.99961,1.01,1.0028,1,1,1
1.0001,0.99853,0.98694,0.99126,2,0,0
1.0001,0.99983,1.0087,1.0001,1,1,1
1.0024,0.99397,0.99884,0.99181,2,0,0
1.0024,0.99029,0.9889,0.99114,2,0,0
1.0025,0.99344,1.0013,0.99857,2,0,0
1.0001,0.99963,1.0154,0.99642,1,1,1
1.0027,0.99566,1.0023,0.99654,2,0,0
1.0025,0.99661,1.0019,0.99872,2,1,0
1.0001,0.99891,0.99299,1.0023,1,1,1
1.0028,1.0005,1.0054,1.0034,1,1,1
1.0001,0.99858,0.99592,0.9956,2,0,0
1.0025,0.99334,0.99965,0.99569,2,0,0
1.0001,0.99969,1.0107,1.0038,1,1,1
1.0029,0.99667,0.99815,0.99285,2,0,0
1.0025,0.9903,0.99314,0.99712,2,0,0
1.0001,0.99978,1.0096,1.0036,1,1,1
1.0028,0.99586,0.99293,0.99307,2,0,0
1.0001,0.99862,0.99497,0.99392,2,0,0
1.0001,0.99874,0.99403,0.99871,1,0,0
1.0027,0.99774,1.006,1.0002,1,0,1
1.0026,0.99605,0.99658,0.99607,2,0,0
1.0001,0.99925,1.0076,1.0025,1,1,1
1.0001,0.99954,1.0095,1.0019,1,1,1
1.0001,0.99914,1.0048,1.0023,1,0,1
1.0001,0.99882,0.99704,0.99645,2,0,0
1.0027,0.99683,0.99524,0.9901,2,0,0
1.0029,1.0011,1.0039,0.99906,1,1,1
1.0001,0.99864,0.99642,0.99205,2,0,0
1.0001,0.99882,1.0015,1.0024,1,1,1
1.0024,0.99229,0.99052,0.98641,2,0,0
1.0027,0.99873,1.0038,0.99818,1,1,1
1.0025,0.99464,0.99601,0.99582,1,0,0
1.0023,0.99033,0.99557,0.99484,2,0,0
1.0028,0.99586,0.99999,0.99794,2,0,0
1.0001,0.99953,1.0043,1.0044,1,1,1
1.0001,0.9989,0.99412,1.0033,1,1,1
1.0028,1.0025,1.0092,1.0057,1,1,1
1.0001,0.99858,0.98941,0.99272,2,0,0
1.0001,0.99884,0.99645,1.0031,1,1,1
1.0023,0.99145,0.99204,0.99102,2,1,0
1.0023,0.99396,0.99427,0.99523,1,0,0
1.0001,0.99867,0.99759,0.99494,2,0,0
1.0027,0.99381,1,1.0036,1,1,1
1.0001,0.99945,1.0013,1.0046,1,1,1
1.0029,0.99815,0.99625,0.991,2,0,0
1.0001,0.9988,0.99187,1.0005,1,1,1
1.0024,0.99059,0.9908,0.98503,2,0,0
1.0024,0.99072,0.99361,0.98678,2,1,0
1.0001,0.99854,0.99318,0.99246,2,0,0
1.0027,1.0004,1.0008,0.9955,2,0,0
1.0001,0.99963,1.012,1.0019,1,1,1
1.0029,0.99899,1.0034,1.0024,1,0,1
1.0001,0.99983,1.0146,0.99512,1,1,1
1.0001,0.99925,0.99824,1.0032,1,0,1
1.0001,0.99862,0.99222,0.99316,2,1,0
1.0001,0.9995,1.0001,1.0045,1,1,1
1.0029,0.99902,0.99808,0.99204,2,0,0
1.0001,0.99871,0.99766,0.9971,2,0,0
1.0001,0.99868,0.99175,0.99222,1,0,0
1.0026,0.99473,1.0022,0.99552,2,0,0
1.0025,0.99542,0.99768,0.9966,2,0,0
1.0028,0.99622,1.0004,1.0019,1,0,1
1.0024,0.99468,0.99992,0.99422,2,0,0
1.0001,0.99858,0.9897,0.99134,2,0,0
1.0001,0.99865,0.99062,0.99081,2,0,0
1.0001,0.99898,0.99532,1.002,1,1,1
1.0001,0.99893,0.99943,1.0027,1,1,1
1.0001,0.99861,0.99665,0.99184,2,0,0
1.0001,0.99959,1.002,1.0049,2,1,1
1.0029,0.99914,1.0029,1.0024,1,1,1
1.0001,0.99861,0.98856,1.0013,1,1,1
1.0025,0.99549,1.0045,0.99915,1,1,1
1.0001,0.99973,1.0016,1.0047,1,1,1
1.0024,0.99318,0.99777,0.9936,2,0,0
1.0001,0.99876,0.9917,0.99687,2,0,0
1.0001,0.99915,1.0014,1,2,0,0
1.0023,0.98955,0.99251,0.98858,2,0,0
1.0024,0.99375,1.0021,0.99726,2,0,0
1.0024,0.99662,0.99786,0.99137,2,0,0
1.0001,0.99864,0.98928,0.99185,2,0,0
1.0023,0.99252,0.99233,0.98859,2,0,0
1.0001,0.99892,0.9968,0.99539,2,0,0
1.0001,0.99864,0.98877,1.0028,1,0,1
1.0024,0.99063,0.99666,0.99483,2,0,0
1.0001,0.99882,0.99769,0.99408,2,0,0
1.0027,0.99858,1.0037,1.0052,1,1,1
1.0001,0.99897,0.99997,1.003,1,1,1
1.0026,0.99798,0.99988,0.99974,1,1,1
1.0001,0.99866,0.99099,0.99207,2,1,0
1.0024,0.99607,1.003,1.0037,1,1,1
1.0024,0.98849,0.98644,0.9851,2,0,0
1.0001,0.99887,0.99516,1.0019,1,1,1
1.0001,0.99856,0.98901,0.99891,1,1,1
1.0001,0.99879,0.99804,0.99538,2,0,0
1.0001,0.99917,0.99741,1.0024,1,1,1
1.0001,0.99941,1.0073,1.0005,1,1,1
1.0025,0.99265,0.99122,0.99472,1,0,0
1.0001,0.99972,1.0142,0.99821,1,1,1
1.0024,0.99323,0.99606,0.99446,2,1,0
1.0001,0.99862,0.99195,0.99713,2,0,0
1.0001,0.9987,0.99909,0.99403,2,0,0
1.0001,0.99957,1.0041,1.0046,1,1,1
1.0028,1.0029,1.0075,1.0026,2,1,1
1.0001,0.99851,0.98599,0.99107,2,0,0
